probe_id,domain,probe_type,removed_sentence_count,removed_sentences_json,old_query,new_query
mdgo_v11_probe_001655,finance,surface_decoy_pair,1,"[""The signed-in app and trusted device are already available.""]","Review the $1514 fee posted by Maple Dental on April 9 and prepare the case if the mismatch remains. Card ending 8978 went missing during the travel deposit. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. This looks routine on the surface, but keep the record reviewable. Produce one replayable closeout under V12-FIN-R11655; the visible tools are context, not a substitute for the user’s recorded process.","Review the $1514 fee posted by Maple Dental on April 9 and prepare the case if the mismatch remains. Card ending 8978 went missing during the travel deposit. The signed-in app and trusted device are already available. This looks routine on the surface, but keep the record reviewable. Produce one replayable closeout under V12-FIN-R11655; the visible tools are context, not a substitute for the user’s recorded process."
mdgo_v11_probe_001673,finance,provenance_weighted_triple,1,"[""The signed-in app and trusted device are already available.""]",Card ending 9323 went missing during the clinic reimbursement. Prepare a $192 payment from checking ending 4647 to Juniper Wireless for April 9. Restore access to checking ending 4647 after a device change. The signed-in app and trusted device are already available. The other party is available for two short check-ins. The signed-in app and trusted device are already available. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.,Card ending 9323 went missing during the clinic reimbursement. Prepare a $192 payment from checking ending 4647 to Juniper Wireless for April 9. Restore access to checking ending 4647 after a device change. The signed-in app and trusted device are already available. The other party is available for two short check-ins. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.
mdgo_v11_probe_001683,finance,suggestion_rejection_pair,1,"[""The signed-in app and trusted device are already available.""]",Replace card ending 9047; its chip has stopped working. Restore access to checking ending 4443 after a device change. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. The deadline and available tools resemble a prior rushed cycle. Write the closeout that remains consistent with the user’s established decision records. Place the closeout in the access-review section of the verification packet for the control reviewer.,Replace card ending 9047; its chip has stopped working. Restore access to checking ending 4443 after a device change. The signed-in app and trusted device are already available. The deadline and available tools resemble a prior rushed cycle. Write the closeout that remains consistent with the user’s established decision records. Place the closeout in the access-review section of the verification packet for the control reviewer.
mdgo_v11_probe_001691,finance,surface_decoy_pair,1,"[""The case already contains a timestamped event list.""]","The $1761 charge from Oakline Media on card ending 8863 still does not reconcile. A $991 charge at Oakline Media is unfamiliar on card ending 8863. The case already contains a timestamped event list. The case already contains a timestamped event list. I am between meetings; give me one coherent closeout without dropping any checkpoint. Produce one replayable closeout under V12-FIN-R11691; the visible tools are context, not a substitute for the user’s recorded process.","The $1761 charge from Oakline Media on card ending 8863 still does not reconcile. A $991 charge at Oakline Media is unfamiliar on card ending 8863. The case already contains a timestamped event list. I am between meetings; give me one coherent closeout without dropping any checkpoint. Produce one replayable closeout under V12-FIN-R11691; the visible tools are context, not a substitute for the user’s recorded process."
mdgo_v11_probe_001725,finance,provenance_weighted_triple,1,"[""The signed-in app and trusted device are already available.""]",Restore access to checking ending 4494 after a device change. The $406 charge from Meadow Insurance on card ending 9116 still does not reconcile. Check the present state of the $1976 transfer from checking ending 4494 for the studio equipment invoice. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. A current status screen is visible while I write this. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.,Restore access to checking ending 4494 after a device change. The $406 charge from Meadow Insurance on card ending 9116 still does not reconcile. Check the present state of the $1976 transfer from checking ending 4494 for the studio equipment invoice. The signed-in app and trusted device are already available. A current status screen is visible while I write this. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.
mdgo_v11_probe_001730,finance,provenance_weighted_triple,1,"[""The case looks ordinary at first glance.""]",Move the mailing address for checking ending 4630 to the verified address on file. A $1777 charge at Juniper Wireless is unfamiliar on card ending 9300. Assess a $9000 line-of-credit question for the tuition installment. The case looks ordinary at first glance. The case already contains a timestamped event list. The case looks ordinary at first glance. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.,Move the mailing address for checking ending 4630 to the verified address on file. A $1777 charge at Juniper Wireless is unfamiliar on card ending 9300. Assess a $9000 line-of-credit question for the tuition installment. The case looks ordinary at first glance. The case already contains a timestamped event list. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.
mdgo_v11_probe_001731,finance,surface_decoy_pair,1,"[""All of the current case details are already in the thread.""]","A $1064 charge at Pine & Stone is unfamiliar on card ending 8886. Assess a $2580 line-of-credit question for the home repair. All of the current case details are already in the thread. All of the current case details are already in the thread. This looks routine on the surface, but keep the record reviewable. Produce one replayable closeout under V12-FIN-R11731; the visible tools are context, not a substitute for the user’s recorded process.","A $1064 charge at Pine & Stone is unfamiliar on card ending 8886. Assess a $2580 line-of-credit question for the home repair. All of the current case details are already in the thread. This looks routine on the surface, but keep the record reviewable. Produce one replayable closeout under V12-FIN-R11731; the visible tools are context, not a substitute for the user’s recorded process."
mdgo_v11_probe_001749,finance,surface_decoy_pair,1,"[""The standard support tools are available today.""]","Review the $2007 fee posted by Orchid Health on July 27 and prepare the case if the mismatch remains. Prepare a $716 payment from checking ending 4596 to Riverview Energy for April 9. The standard support tools are available today. The standard support tools are available today. The request is ordinary enough that the process details are easy to overlook. Produce one replayable closeout under V12-FIN-R11749; the visible tools are context, not a substitute for the user’s recorded process.","Review the $2007 fee posted by Orchid Health on July 27 and prepare the case if the mismatch remains. Prepare a $716 payment from checking ending 4596 to Riverview Energy for April 9. The standard support tools are available today. The request is ordinary enough that the process details are easy to overlook. Produce one replayable closeout under V12-FIN-R11749; the visible tools are context, not a substitute for the user’s recorded process."
mdgo_v11_probe_001776,software,surface_decoy_pair,1,"[""All of the current case details are already in the thread.""]","AsterDesk 7.5.1 closes when I use calendar sync in Chrome. Error UI-44 is reproducible in AsterDesk; decide the next support step. All of the current case details are already in the thread. All of the current case details are already in the thread. The request is ordinary enough that the process details are easy to overlook. Produce one replayable closeout under V12-SW-R11776; the visible tools are context, not a substitute for the user’s recorded process.","AsterDesk 7.5.1 closes when I use calendar sync in Chrome. Error UI-44 is reproducible in AsterDesk; decide the next support step. All of the current case details are already in the thread. The request is ordinary enough that the process details are easy to overlook. Produce one replayable closeout under V12-SW-R11776; the visible tools are context, not a substitute for the user’s recorded process."
mdgo_v11_probe_001783,finance,provenance_weighted_triple,2,"[""The signed-in app and trusted device are already available."", ""The signed-in app and trusted device are already available.""]",Check the present state of the $301 transfer from checking ending 4324 for the clinic reimbursement. Move the mailing address for checking ending 4324 to the verified address on file. A $622 charge at Oakline Media is unfamiliar on card ending 8886. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.,Check the present state of the $301 transfer from checking ending 4324 for the clinic reimbursement. Move the mailing address for checking ending 4324 to the verified address on file. A $622 charge at Oakline Media is unfamiliar on card ending 8886. The signed-in app and trusted device are already available. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.
mdgo_v11_probe_001787,finance,suggestion_rejection_pair,1,"[""The signed-in app and trusted device are already available.""]",Recover the secure profile tied to savings ending 7405. Move the mailing address for checking ending 4205 to the verified address on file. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. The deadline and available tools resemble a prior rushed cycle. Write the closeout that remains consistent with the user’s established decision records.,Recover the secure profile tied to savings ending 7405. Move the mailing address for checking ending 4205 to the verified address on file. The signed-in app and trusted device are already available. The deadline and available tools resemble a prior rushed cycle. Write the closeout that remains consistent with the user’s established decision records.
mdgo_v11_probe_001796,finance,provenance_weighted_triple,1,"[""The signed-in app and trusted device are already available.""]",Review the $934 fee posted by Westbridge Labs on September 8 and prepare the case if the mismatch remains. Tell me where the $1720 payment to Atlas Learning stands now. Recover the secure profile tied to savings ending 7367. All of the current case details are already in the thread. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.,Review the $934 fee posted by Westbridge Labs on September 8 and prepare the case if the mismatch remains. Tell me where the $1720 payment to Atlas Learning stands now. Recover the secure profile tied to savings ending 7367. All of the current case details are already in the thread. The signed-in app and trusted device are already available. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.
mdgo_v11_probe_001824,finance,surface_decoy_pair,1,"[""The signed-in app and trusted device are already available.""]","Prepare a $1710 payment from checking ending 4341 to Riverview Energy for December 4. Restore access to checking ending 4341 after a device change. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow. Produce one replayable closeout under V12-FIN-R11824; the visible tools are context, not a substitute for the user’s recorded process.","Prepare a $1710 payment from checking ending 4341 to Riverview Energy for December 4. Restore access to checking ending 4341 after a device change. The signed-in app and trusted device are already available. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow. Produce one replayable closeout under V12-FIN-R11824; the visible tools are context, not a substitute for the user’s recorded process."
mdgo_v11_probe_001839,finance,surface_decoy_pair,1,"[""The signed-in app and trusted device are already available.""]","Prepare a $2200 payment from checking ending 4613 to Silverline Travel for October 19. A $964 charge at Orchid Health is unfamiliar on card ending 9277. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow. Produce one replayable closeout under V12-FIN-R11839; the visible tools are context, not a substitute for the user’s recorded process.","Prepare a $2200 payment from checking ending 4613 to Silverline Travel for October 19. A $964 charge at Orchid Health is unfamiliar on card ending 9277. The signed-in app and trusted device are already available. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow. Produce one replayable closeout under V12-FIN-R11839; the visible tools are context, not a substitute for the user’s recorded process."
mdgo_v11_probe_001854,finance,suggestion_rejection_pair,1,"[""All of the current case details are already in the thread.""]",Review the $515 fee posted by Maple Dental on September 8 and prepare the case if the mismatch remains. Replace card ending 9300; its chip has stopped working. All of the current case details are already in the thread. All of the current case details are already in the thread. The deadline and available tools resemble a prior rushed cycle. Write the closeout that remains consistent with the user’s established decision records.,Review the $515 fee posted by Maple Dental on September 8 and prepare the case if the mismatch remains. Replace card ending 9300; its chip has stopped working. All of the current case details are already in the thread. The deadline and available tools resemble a prior rushed cycle. Write the closeout that remains consistent with the user’s established decision records.
mdgo_v11_probe_001971,finance,surface_decoy_pair,1,"[""The signed-in app and trusted device are already available.""]","Restore access to checking ending 4273 after a device change. Review the $1811 fee posted by Cloudberry Foods on January 14 and prepare the case if the mismatch remains. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. This looks routine on the surface, but keep the record reviewable. Produce one replayable closeout under V12-FIN-R11971; the visible tools are context, not a substitute for the user’s recorded process.","Restore access to checking ending 4273 after a device change. Review the $1811 fee posted by Cloudberry Foods on January 14 and prepare the case if the mismatch remains. The signed-in app and trusted device are already available. This looks routine on the surface, but keep the record reviewable. Produce one replayable closeout under V12-FIN-R11971; the visible tools are context, not a substitute for the user’s recorded process."
mdgo_v11_probe_002023,finance,provenance_weighted_triple,1,"[""The standard support tools are available today.""]",Replace card ending 9254; its chip has stopped working. A $944 charge at Oakline Media is unfamiliar on card ending 9254. Review the $2460 fee posted by Sunrise Hardware on November 13 and prepare the case if the mismatch remains. The case looks ordinary at first glance. The standard support tools are available today. The standard support tools are available today. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.,Replace card ending 9254; its chip has stopped working. A $944 charge at Oakline Media is unfamiliar on card ending 9254. Review the $2460 fee posted by Sunrise Hardware on November 13 and prepare the case if the mismatch remains. The case looks ordinary at first glance. The standard support tools are available today. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.
mdgo_v11_probe_002026,finance,provenance_weighted_triple,1,"[""The signed-in app and trusted device are already available.""]",Review the December 4 statement for checking ending 4443 and explain the change. Recover the secure profile tied to savings ending 7671. A $698 charge at Elm Fitness is unfamiliar on card ending 9047. The reviewer has a comparison worksheet open beside the case. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.,Review the December 4 statement for checking ending 4443 and explain the change. Recover the secure profile tied to savings ending 7671. A $698 charge at Elm Fitness is unfamiliar on card ending 9047. The reviewer has a comparison worksheet open beside the case. The signed-in app and trusted device are already available. Bring the three workstreams into one auditable closeout. Several safe routes are locally available; use the routes supported by the user’s completed decision records.
mdgo_v11_probe_002045,finance,surface_decoy_pair,1,"[""The signed-in app and trusted device are already available.""]","Card ending 9323 went missing during the vendor retainer. Move the mailing address for checking ending 4647 to the verified address on file. The signed-in app and trusted device are already available. The signed-in app and trusted device are already available. Please keep the response compact even though the case has more than one workstream. Produce one replayable closeout under V12-FIN-R12045; the visible tools are context, not a substitute for the user’s recorded process.","Card ending 9323 went missing during the vendor retainer. Move the mailing address for checking ending 4647 to the verified address on file. The signed-in app and trusted device are already available. Please keep the response compact even though the case has more than one workstream. Produce one replayable closeout under V12-FIN-R12045; the visible tools are context, not a substitute for the user’s recorded process."
