review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,stress_variant,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,reviewer_decision,reviewer_notes
review_user_0163_habit_00_confirm_before_commit_p01_boundary__balanced_v03__unseen_paraphrase,balanced_v03_probe_67d7aad43fd88e5a,user_0163_habit_00_confirm_before_commit_p01_boundary__balanced_v03__unseen_paraphrase,user_0163,test,boundary,risk_threshold,unseen_paraphrase,Compare several appointment or submission options and summarize tradeoffs without taking action.,"[{""choice_id"": ""A"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""B"", ""text"": ""Proceed as if the agent may execute the booking, submission, deletion, or send action.""}, {""choice_id"": ""C"", ""text"": ""Draft or recommend, but ask for confirmation before committing.""}, {""choice_id"": ""D"", ""text"": ""Provide the draft/recommendation without unnecessary confirmation friction.""}]",D,do_not_apply_out_of_scope,"[{""session_id"": ""user_0163_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Prepare the submission, then pause before committing it."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0163_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Draft the reply first. I want to approve before it is sent."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0163_s0026"", ""session_index"": 26, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Draft the reply first. I want to approve before it is sent."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}, {""session_id"": ""user_0163_s0027"", ""session_index"": 27, ""signal_type"": ""support"", ""domain"": ""commitment"", ""user"": ""Compare these appointment slots, but do not book anything without checking with me."", ""assistant"": ""I will recommend the option and wait for explicit confirmation before taking action.""}]",pass,,
review_user_0163_habit_01_monday_meeting_decisions_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_322810f1055e3464,user_0163_habit_01_monday_meeting_decisions_p00_direct_use__explicit_retrieval__balanced_v03,user_0163,test,explicit_retrieval,meeting_prep,original_balanced,What recurring preference has the user explicitly reinforced for recurring Monday team meeting prep?,"[{""choice_id"": ""A"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""B"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""C"", ""text"": ""Use an out-of-scope behavior from a different context.""}, {""choice_id"": ""D"", ""text"": ""Use a rare exception as the default.""}]",A,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0163_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0163_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0163_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0163_s0033"", ""session_index"": 33, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}]",pass,,
review_user_0165_habit_02_weekday_family_vegetarian_p01_boundary__balanced_v03,balanced_v03_probe_082f972d8a9b299d,user_0165_habit_02_weekday_family_vegetarian_p01_boundary__balanced_v03,user_0165,test,boundary,content_constraints,original_balanced,Pick restaurants for a birthday dinner while the family is traveling.,"[{""choice_id"": ""A"", ""text"": ""Suggest vegetarian weekday family meals.""}, {""choice_id"": ""B"", ""text"": ""Suggest meat-centered weekday dinners.""}, {""choice_id"": ""C"", ""text"": ""Do not assume vegetarian-only unless the user says so.""}, {""choice_id"": ""D"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}]",C,do_not_apply_out_of_scope,"[{""session_id"": ""user_0165_s0004"", ""session_index"": 4, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Need weekday meals the kids will actually eat."", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}, {""session_id"": ""user_0165_s0010"", ""session_index"": 10, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Can you make a grocery list for Wednesday dinner?"", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}, {""session_id"": ""user_0165_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Can you make a grocery list for Wednesday dinner?"", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}, {""session_id"": ""user_0165_s0030"", ""session_index"": 30, ""signal_type"": ""support"", ""domain"": ""food"", ""user"": ""Can you make a grocery list for Wednesday dinner?"", ""assistant"": ""A vegetarian sheet-pan dinner with chickpeas, potatoes, and yogurt sauce should fit.""}]",pass,,
review_user_0167_habit_00_style_three_bullets_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_d6eaf2dc68bac89b,user_0167_habit_00_style_three_bullets_p00_direct_use__explicit_retrieval__balanced_v03,user_0167,test,explicit_retrieval,format_style,original_balanced,"What recurring preference has the user explicitly reinforced for work status updates, planning notes, and operational summaries?","[{""choice_id"": ""A"", ""text"": ""Use a rare exception as the default.""}, {""choice_id"": ""B"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""C"", ""text"": ""Use an out-of-scope behavior from a different context.""}, {""choice_id"": ""D"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}]",D,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0167_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""I need a quick work status note from this. Keep it easy to skim."", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0167_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you turn this project update into something I can scan before standup?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0167_s0017"", ""session_index"": 17, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0167_s0031"", ""session_index"": 31, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}]",pass,,
review_user_0168_habit_00_budget_drift_from_low_to_quality_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_3bc5e8652227c655,user_0168_habit_00_budget_drift_from_low_to_quality_p00_direct_use__balanced_v03__unseen_paraphrase,user_0168,test,direct_use,drift_seasonality,unseen_paraphrase,Recommend work equipment after the user's recent pattern shifted away from cheapest-possible picks.,"[{""choice_id"": ""A"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""B"", ""text"": ""Prefer durable midrange equipment quality over the absolute cheapest option.""}, {""choice_id"": ""C"", ""text"": ""Do not over-apply the durable-equipment preference to disposable supplies.""}, {""choice_id"": ""D"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0168_s0004"", ""session_index"": 4, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""I care most about low cost for this work gear."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0168_s0010"", ""session_index"": 10, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0168_s0027"", ""session_index"": 27, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Find a budget equipment option that gets the job done."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0168_s0046"", ""session_index"": 46, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0168_habit_00_budget_drift_from_low_to_quality_p02_exception__balanced_v03,balanced_v03_probe_22d134a819fab5a6,user_0168_habit_00_budget_drift_from_low_to_quality_p02_exception__balanced_v03,user_0168,test,exception,drift_seasonality,original_balanced,Pick disposable supplies for a one-time event.,"[{""choice_id"": ""A"", ""text"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}, {""choice_id"": ""B"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}, {""choice_id"": ""C"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""D"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}]",A,apply_exception,"[{""session_id"": ""user_0168_s0041"", ""session_index"": 41, ""signal_type"": ""exception"", ""domain"": ""equipment"", ""user"": ""Pick disposable supplies for a one-time event."", ""assistant"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}]",pass,,
review_user_0168_habit_00_budget_drift_from_low_to_quality_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_3daa202ce928b0e8,user_0168_habit_00_budget_drift_from_low_to_quality_p02_exception__balanced_v03__unseen_paraphrase,user_0168,test,exception,drift_seasonality,unseen_paraphrase,Pick temporary supplies where long-term durability does not matter.,"[{""choice_id"": ""A"", ""text"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}, {""choice_id"": ""B"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}, {""choice_id"": ""C"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""D"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}]",A,apply_exception,"[{""session_id"": ""user_0168_s0041"", ""session_index"": 41, ""signal_type"": ""exception"", ""domain"": ""equipment"", ""user"": ""Pick disposable supplies for a one-time event."", ""assistant"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}]",pass,,
review_user_0169_habit_02_fresh_sources_for_stakes_p00_direct_use__balanced_v03,balanced_v03_probe_45f6a30e89618054,user_0169_habit_02_fresh_sources_for_stakes_p00_direct_use__balanced_v03,user_0169,stress,direct_use,tool_action,original_balanced,Answer a current regulatory question for the user.,"[{""choice_id"": ""A"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""B"", ""text"": ""Explain normally; a freshness check is optional.""}, {""choice_id"": ""C"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""D"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}]",D,apply_scoped_habit,"[{""session_id"": ""user_0169_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0169_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Can you check whether this regulation changed recently before summarizing?"", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0169_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0169_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Can you check whether this regulation changed recently before summarizing?"", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}]",pass,,
review_user_0169_habit_02_fresh_sources_for_stakes_p01_boundary__balanced_v03,balanced_v03_probe_84dda9bd57961b82,user_0169_habit_02_fresh_sources_for_stakes_p01_boundary__balanced_v03,user_0169,stress,boundary,tool_action,original_balanced,Explain the difference between simple and compound interest for a student.,"[{""choice_id"": ""A"", ""text"": ""Explain normally; a freshness check is optional.""}, {""choice_id"": ""B"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""C"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""D"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}]",A,do_not_apply_out_of_scope,"[{""session_id"": ""user_0169_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0169_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Can you check whether this regulation changed recently before summarizing?"", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0169_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0169_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Can you check whether this regulation changed recently before summarizing?"", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}]",pass,,
review_user_0173_habit_00_style_three_bullets_p01_boundary__balanced_v03__unseen_paraphrase,balanced_v03_probe_fd0822aba4b74fde,user_0173_habit_00_style_three_bullets_p01_boundary__balanced_v03__unseen_paraphrase,user_0173,test,boundary,format_style,unseen_paraphrase,"Write an expansive ideation note with several creative angles, where exploratory richness matters more than compact status reporting.","[{""choice_id"": ""A"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""B"", ""text"": ""Give a long-form explanation with background paragraphs.""}, {""choice_id"": ""C"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}, {""choice_id"": ""D"", ""text"": ""Use a richer exploratory response; do not force three bullets.""}]",D,do_not_apply_out_of_scope,"[{""session_id"": ""user_0173_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you turn this project update into something I can scan before standup?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0173_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0173_s0031"", ""session_index"": 31, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""I need a quick work status note from this. Keep it easy to skim."", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}, {""session_id"": ""user_0173_s0032"", ""session_index"": 32, ""signal_type"": ""support"", ""domain"": ""work"", ""user"": ""Can you condense this operational update for my manager?"", ""assistant"": ""Here are three concise bullets: impact, blocker, next step.""}]",pass,,
review_user_0173_habit_01_fresh_sources_for_stakes_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_7f35484e74a9a261,user_0173_habit_01_fresh_sources_for_stakes_p00_direct_use__explicit_retrieval__balanced_v03,user_0173,test,explicit_retrieval,tool_action,original_balanced,"What recurring preference has the user explicitly reinforced for finance, legal, medical, regulations, or current-news tasks?","[{""choice_id"": ""A"", ""text"": ""Use a rare exception as the default.""}, {""choice_id"": ""B"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""C"", ""text"": ""Use an out-of-scope behavior from a different context.""}, {""choice_id"": ""D"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}]",D,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0173_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0173_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0173_s0033"", ""session_index"": 33, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Can you check whether this regulation changed recently before summarizing?"", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0173_s0034"", ""session_index"": 34, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}]",pass,,
review_user_0173_habit_01_fresh_sources_for_stakes_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_9542ef9c9f10e9fe,user_0173_habit_01_fresh_sources_for_stakes_p02_exception__balanced_v03__unseen_paraphrase,user_0173,test,exception,tool_action,unseen_paraphrase,Explain a basic interest-rate concept as stable background knowledge.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""C"", ""text"": ""Give the explanation without pretending a live lookup is required.""}, {""choice_id"": ""D"", ""text"": ""Answer from memory without noting freshness.""}]",C,apply_exception,"[{""session_id"": ""user_0173_s0027"", ""session_index"": 27, ""signal_type"": ""exception"", ""domain"": ""news"", ""user"": ""Give a timeless conceptual explanation of compound interest."", ""assistant"": ""Give the explanation without pretending a live lookup is required.""}]",pass,,
review_user_0176_habit_02_monday_meeting_decisions_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_27bb15ccd2894657,user_0176_habit_02_monday_meeting_decisions_p00_direct_use__explicit_retrieval__balanced_v03,user_0176,test,explicit_retrieval,meeting_prep,original_balanced,What recurring preference has the user explicitly reinforced for recurring Monday team meeting prep?,"[{""choice_id"": ""A"", ""text"": ""Use a rare exception as the default.""}, {""choice_id"": ""B"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""C"", ""text"": ""Use an out-of-scope behavior from a different context.""}, {""choice_id"": ""D"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}]",D,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0176_s0006"", ""session_index"": 6, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0176_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""I need the usual Monday meeting shape from these notes."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0176_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0176_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}]",pass,,
review_user_0178_habit_01_sensitive_one_off_no_memory_p02_exception__balanced_v03,balanced_v03_probe_db14d1487b9582e6,user_0178_habit_01_sensitive_one_off_no_memory_p02_exception__balanced_v03,user_0178,test,exception,privacy_consent,original_balanced,The user explicitly says to remember a medical scheduling constraint for future appointment planning.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Do not store or use the sensitive inferred trait unless explicitly asked to remember it.""}, {""choice_id"": ""C"", ""text"": ""Personalize future answers using the sensitive one-off trait.""}, {""choice_id"": ""D"", ""text"": ""Acknowledge consent and scope before using it later.""}]",D,apply_exception,"[{""session_id"": ""user_0178_s0049"", ""session_index"": 49, ""signal_type"": ""exception"", ""domain"": ""privacy"", ""user"": ""The user explicitly says to remember a medical scheduling constraint for future appointment planning."", ""assistant"": ""Acknowledge consent and scope before using it later.""}]",pass,,
review_user_0178_habit_01_sensitive_one_off_no_memory_p04_privacy__balanced_v03,balanced_v03_probe_d1d7fe963d70b2af,user_0178_habit_01_sensitive_one_off_no_memory_p04_privacy__balanced_v03,user_0178,test,privacy,privacy_consent,original_balanced,Answer the current request using only appropriate long-term user information.,"[{""choice_id"": ""A"", ""text"": ""Add the sensitive fact to the durable profile silently.""}, {""choice_id"": ""B"", ""text"": ""Use the one-off sensitive detail to personalize a later unrelated task.""}, {""choice_id"": ""C"", ""text"": ""Do not store or use the sensitive inferred trait unless explicitly asked to remember it.""}, {""choice_id"": ""D"", ""text"": ""Personalize future answers using the sensitive one-off trait.""}]",C,do_not_store_or_use_sensitive_one_off,"[{""session_id"": ""user_0178_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""I need to ask a financial hardship question once; do not make it part of my profile."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0178_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""I need to ask a financial hardship question once; do not make it part of my profile."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0178_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""Help summarize this family-health email, but I am not asking you to remember it."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}, {""session_id"": ""user_0178_s0021"", ""session_index"": 21, ""signal_type"": ""support"", ""domain"": ""privacy"", ""user"": ""Help summarize this family-health email, but I am not asking you to remember it."", ""assistant"": ""I will help with this message and will not treat it as a durable preference.""}]",pass,,
review_user_0181_habit_02_code_risks_first_p01_boundary__balanced_v03,balanced_v03_probe_d8d5395f87ec973f,user_0181_habit_02_code_risks_first_p01_boundary__balanced_v03,user_0181,dev,boundary,coding_review,original_balanced,I am onboarding a teammate. Explain what dependency injection means from first principles.,"[{""choice_id"": ""A"", ""text"": ""Teach the concept patiently; do not use a terse risk-first review.""}, {""choice_id"": ""B"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""C"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""D"", ""text"": ""Start with general praise and broad refactoring suggestions.""}]",A,do_not_apply_out_of_scope,"[{""session_id"": ""user_0181_s0015"", ""session_index"": 15, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Can you look at this patch? I mainly need the risks and the smallest fix."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0181_s0019"", ""session_index"": 19, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0181_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0181_s0028"", ""session_index"": 28, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}]",pass,,
review_user_0182_habit_01_budget_drift_from_low_to_quality_p01_boundary__balanced_v03__unseen_paraphrase,balanced_v03_probe_01a65757b91fea0e,user_0182_habit_01_budget_drift_from_low_to_quality_p01_boundary__balanced_v03__unseen_paraphrase,user_0182,test,boundary,drift_seasonality,unseen_paraphrase,Choose disposable supplies for a one-time workshop setup.,"[{""choice_id"": ""A"", ""text"": ""Do not over-apply the durable-equipment preference to disposable supplies.""}, {""choice_id"": ""B"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}, {""choice_id"": ""C"", ""text"": ""Continue recommending the cheapest equipment after repeated quality-oriented feedback.""}, {""choice_id"": ""D"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}]",A,do_not_apply_out_of_scope,"[{""session_id"": ""user_0182_s0009"", ""session_index"": 9, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Find a budget equipment option that gets the job done."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0182_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""I care most about low cost for this work gear."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0182_s0030"", ""session_index"": 30, ""signal_type"": ""support"", ""domain"": ""equipment"", ""user"": ""Help me pick the cheapest acceptable work accessory."", ""assistant"": ""The budget option is the best fit if price is the priority.""}, {""session_id"": ""user_0182_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""domain"": ""equipment"", ""user"": ""For work equipment now, durability matters more than the lowest price."", ""assistant"": ""The durable midrange option is the better default now.""}]",pass,,
review_user_0184_habit_01_monday_meeting_decisions_p00_direct_use__balanced_v03,balanced_v03_probe_1717da7f2874a9c2,user_0184_habit_01_monday_meeting_decisions_p00_direct_use__balanced_v03,user_0184,test,direct_use,meeting_prep,original_balanced,Prepare notes for the user's recurring Monday team meeting.,"[{""choice_id"": ""A"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""B"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""C"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""D"", ""text"": ""Keep it conversational; do not impose the Monday meeting template.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0184_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""I need the usual Monday meeting shape from these notes."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0184_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""I need the usual Monday meeting shape from these notes."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0184_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0184_s0036"", ""session_index"": 36, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}]",pass,,
