review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,auto_validation_errors,auto_validation_warnings,reviewer_decision,reviewer_notes,included_in_curated_v0_1
review_user_0178_habit_01_monday_meeting_decisions_p00_direct_use,probe_f8526e298854a990,user_0178_habit_01_monday_meeting_decisions_p00_direct_use,user_0178,test,direct_use,meeting_prep,Prepare notes for the user's recurring Monday team meeting.,"[{""choice_id"": ""A"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""B"", ""text"": ""Keep it conversational; do not impose the Monday meeting template.""}, {""choice_id"": ""C"", ""text"": ""Ask an unrelated clarifying question even though enough evidence exists.""}, {""choice_id"": ""D"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}]",D,apply_scoped_habit,"[{""session_id"": ""user_0178_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""user"": ""I need the usual Monday meeting shape from these notes. Context from a realistic prior task: summarise this: Notes See Benaissa 2009. Although it was not common in traditional Greek religion to combine the names of tw..."", ""feedback"": ""That meeting shape works.""}, {""session_id"": ""user_0178_s0017"", ""session_index"": 17, ""signal_type"": ""support"", ""user"": ""I need the usual Monday meeting shape from these notes. Context from a realistic prior task: Teams can be located in the same place meeting face-to-face, or they can be geographically dispersed “virtual” teams. Provid..."", ""feedback"": ""This is the structure I need every Monday.""}, {""session_id"": ""user_0178_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""user"": ""Can you make this useful for the Monday sync? Context from a realistic prior task: Переделай и дополни письмо Dear! I often dream how we shall live together. We both know these moments will always be special for us. T..."", ""feedback"": ""That meeting shape works.""}, {""session_id"": ""user_0178_s0035"", ""session_index"": 35, ""signal_type"": ""support"", ""user"": ""I need the usual Monday meeting shape from these notes. Context from a realistic prior task: The following lecture notes show how reading books can change your view of the world and help expand your \""reservoir of conc..."", ""feedback"": ""Good, decisions/blockers/actions is the useful split.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0178_habit_01_monday_meeting_decisions_p01_boundary,probe_ea2194a463e405c0,user_0178_habit_01_monday_meeting_decisions_p01_boundary,user_0178,test,boundary,meeting_prep,Summarize a casual one-on-one check-in with a colleague.,"[{""choice_id"": ""A"", ""text"": ""Keep it conversational; do not impose the Monday meeting template.""}, {""choice_id"": ""B"", ""text"": ""Refuse to answer because the user has prior behavior in the history.""}, {""choice_id"": ""C"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""D"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}]",A,do_not_apply_out_of_scope,"[{""session_id"": ""user_0178_s0023"", ""session_index"": 23, ""signal_type"": ""boundary_counterexample"", ""user"": ""Summarize a casual one-on-one check-in with a colleague. Related material: camera component is not working why? /* global L */ import \""../leaflet/leaflet.min.js\""; import getCoordinates from \""../models/nominatim.js\""; i..."", ""feedback"": ""This different context should not use my usual pattern.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0179_habit_01_code_risks_first_p01_boundary,probe_6d76ee965b917747,user_0179_habit_01_code_risks_first_p01_boundary,user_0179,stress,boundary,coding_review,I am onboarding a teammate. Explain what dependency injection means from first principles.,"[{""choice_id"": ""A"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""B"", ""text"": ""Teach the concept patiently; do not use a terse risk-first review.""}, {""choice_id"": ""C"", ""text"": ""Start with general praise and broad refactoring suggestions.""}, {""choice_id"": ""D"", ""text"": ""Refuse to answer because the user has prior behavior in the history.""}]",B,do_not_apply_out_of_scope,"[{""session_id"": ""user_0179_s0037"", ""session_index"": 37, ""signal_type"": ""boundary_counterexample"", ""user"": ""I am onboarding a teammate. Explain what dependency injection means from first principles. Related material: I need to post JSON to an endpoint using JWT authentication in python"", ""feedback"": ""This different context should not use my usual pattern.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0179_habit_01_code_risks_first_p03_evidence,probe_50c10a64cb7edb74,user_0179_habit_01_code_risks_first_p03_evidence,user_0179,stress,evidence,coding_review,"Which evidence best supports the user's recurring behavior for: code review, pull request review, debugging handoff?","[{""choice_id"": ""A"", ""text"": ""Say there is no evidence in the history.""}, {""choice_id"": ""B"", ""text"": ""Cite only the most recent semantically similar episode.""}, {""choice_id"": ""C"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}, {""choice_id"": ""D"", ""text"": ""Cite the boundary case as if it were support.""}]",C,return_evidence_with_scope,"[{""session_id"": ""user_0179_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""user"": ""Can you look at this patch? I mainly need the risks and the smallest fix. Context from a realistic prior task: code: import cv2 from filterpy.kalman import KalmanFilter import numpy as np kf = KalmanFilter(dim_x=4, di..."", ""feedback"": ""Exactly: risk first, then patch.""}, {""session_id"": ""user_0179_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""user"": ""Review this change and tell me what could break first. Context from a realistic prior task: create a list of 100 init programs, operating systems, year, init source code link, status. list by year from oldest to newest."", ""feedback"": ""Good, risks first saves me time.""}, {""session_id"": ""user_0179_s0026"", ""session_index"": 26, ""signal_type"": ""support"", ""user"": ""Review this change and tell me what could break first. Context from a realistic prior task: sqlmap not authorized, try to provide right HTTP authentication type and valid credentials (401). If this is intended, try to..."", ""feedback"": ""Good, risks first saves me time.""}, {""session_id"": ""user_0179_s0027"", ""session_index"": 27, ""signal_type"": ""support"", ""user"": ""Review this change and tell me what could break first. Context from a realistic prior task: in c#, wpf, I have a datagrid that get loaded, and I want a way to save the first batch of column headers it autogenerates, a..."", ""feedback"": ""Exactly: risk first, then patch.""}]",pass,,,reject,reject: current evidence probes are meta-level; choices reveal the evaluation behavior rather than requiring memory use,no
review_user_0180_habit_02_monday_meeting_decisions_p02_exception,probe_8ba1387d4c5690aa,user_0180_habit_02_monday_meeting_decisions_p02_exception,user_0180,dev,exception,meeting_prep,Summarize an informal coffee chat with no action items.,"[{""choice_id"": ""A"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""D"", ""text"": ""Use a light conversational summary.""}]",D,apply_exception,"[{""session_id"": ""user_0180_s0041"", ""session_index"": 41, ""signal_type"": ""exception"", ""user"": ""Summarize an informal coffee chat with no action items. Use this material if helpful: Research Proposal on Discipleship Model according to the Gospel of Matthew with footnotes"", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0181_habit_00_budget_drift_from_low_to_quality_p00_direct_use,probe_f6221d93fce819bf,user_0181_habit_00_budget_drift_from_low_to_quality_p00_direct_use,user_0181,dev,direct_use,drift_seasonality,Recommend default work gear after the user's recent purchasing pattern changed.,"[{""choice_id"": ""A"", ""text"": ""Continue recommending the cheapest option after repeated quality-oriented feedback.""}, {""choice_id"": ""B"", ""text"": ""Ask an unrelated clarifying question even though enough evidence exists.""}, {""choice_id"": ""C"", ""text"": ""Do not over-apply the durable-gear preference to disposable items.""}, {""choice_id"": ""D"", ""text"": ""Prefer durable midrange quality over the absolute cheapest option.""}]",D,apply_scoped_habit,"[{""session_id"": ""user_0181_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""user"": ""I care most about low cost for this work gear. Context from a realistic prior task: Analyze data from competitive track cycling to predict the ideal meters of development (assuming a 700c rim and 0.025m tire) and reco..."", ""feedback"": ""Good, cheapest acceptable is right for now.""}, {""session_id"": ""user_0181_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""user"": ""I care most about low cost for this work gear. Context from a realistic prior task: переделай и дополни письмо Hello {Name}! One question but very important one! Are you serious here? If yes then I would like to acqua..."", ""feedback"": ""Thanks, budget matters here.""}, {""session_id"": ""user_0181_s0031"", ""session_index"": 31, ""signal_type"": ""support"", ""user"": ""Help me pick the cheapest acceptable work accessory. Context from a realistic prior task: Analyze data from competitive track cycling to predict the ideal meters of development (assuming a 700c rim and 0.025m tire) an..."", ""feedback"": ""That low-cost pick works.""}, {""session_id"": ""user_0181_s0047"", ""session_index"": 47, ""signal_type"": ""post_drift_support"", ""user"": ""For work gear now, durability matters more than the lowest price. Relevant item: Step by step help me make money online. I'm a student, I have $10 and how to make $50 or $100 from it. What simple options are there?"", ""feedback"": ""That is the direction I want now.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0182_habit_00_budget_drift_from_low_to_quality_p04_drift,probe_f00f2c940a30b363,user_0182_habit_00_budget_drift_from_low_to_quality_p04_drift,user_0182,test,drift,drift_seasonality,Recommend default work gear after the user's recent purchasing pattern changed.,"[{""choice_id"": ""A"", ""text"": ""The budget option is the best fit if price is the priority.""}, {""choice_id"": ""B"", ""text"": ""Ask the user to restate all old preferences from scratch.""}, {""choice_id"": ""C"", ""text"": ""Prefer durable midrange quality over the absolute cheapest option.""}, {""choice_id"": ""D"", ""text"": ""Continue recommending the cheapest option after repeated quality-oriented feedback.""}]",C,use_latest_sustained_evidence,"[{""session_id"": ""user_0182_s0046"", ""session_index"": 46, ""signal_type"": ""post_drift_support"", ""user"": ""For work gear now, durability matters more than the lowest price. Relevant item: Write a concise summary of the following. Be sure to preserve important details: Hinterlandby Arno GeigerBuy the bookAmazonBlackwell'sBo..."", ""feedback"": ""Yes, durability is the new priority.""}, {""session_id"": ""user_0182_s0048"", ""session_index"": 48, ""signal_type"": ""post_drift_support"", ""user"": ""The cheap one broke again; pick something durable this time. Relevant item: Which of the following is the start of a loop that could be used to modify all elements in the list? Assume that you have defined a variable..."", ""feedback"": ""Good, I would rather pay a bit more than replace it again.""}, {""session_id"": ""user_0182_s0053"", ""session_index"": 53, ""signal_type"": ""post_drift_support"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option. Relevant item: In engineering economy, in terms of cost alternative, why 'Do nothing' is not an option?"", ""feedback"": ""Yes, durability is the new priority.""}, {""session_id"": ""user_0182_s0056"", ""session_index"": 56, ""signal_type"": ""post_drift_support"", ""user"": ""For work gear now, durability matters more than the lowest price. Relevant item: analizar para ver que hace este codigo: \""from collections import deque from typing import Dict, List, Optional from langchain import LLM..."", ""feedback"": ""That is the direction I want now.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0182_habit_02_code_risks_first_p03_evidence,probe_e2b88acfba5c239c,user_0182_habit_02_code_risks_first_p03_evidence,user_0182,test,evidence,coding_review,"Which evidence best supports the user's recurring behavior for: code review, pull request review, debugging handoff?","[{""choice_id"": ""A"", ""text"": ""Cite the boundary case as if it were support.""}, {""choice_id"": ""B"", ""text"": ""Cite only the most recent semantically similar episode.""}, {""choice_id"": ""C"", ""text"": ""Say there is no evidence in the history.""}, {""choice_id"": ""D"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}]",D,return_evidence_with_scope,"[{""session_id"": ""user_0182_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""user"": ""Review this change and tell me what could break first. Context from a realistic prior task: Write a interesting, riveting, action packed short story/fan fic on how a pre-time skip Naruto Uzumaki could have become Shin..."", ""feedback"": ""That ordering works for my reviews.""}, {""session_id"": ""user_0182_s0017"", ""session_index"": 17, ""signal_type"": ""support"", ""user"": ""Please inspect this bug report like a code review. Context from a realistic prior task: write a code for a search engine that can search anf answer everything"", ""feedback"": ""That ordering works for my reviews.""}, {""session_id"": ""user_0182_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""user"": ""Please inspect this bug report like a code review. Context from a realistic prior task: fivem I’m working on a volleyball script how would i go about about detecting when an object hits the ground what is a better met..."", ""feedback"": ""Exactly: risk first, then patch.""}, {""session_id"": ""user_0182_s0032"", ""session_index"": 32, ""signal_type"": ""support"", ""user"": ""Can you look at this patch? I mainly need the risks and the smallest fix. Context from a realistic prior task: Traceback (most recent call last): File \""<stdin>\"", line 1, in <module> cv2.error: OpenCV(4.7.0) :-1: error..."", ""feedback"": ""Good, risks first saves me time.""}]",pass,,,reject,reject: current evidence probes are meta-level; choices reveal the evaluation behavior rather than requiring memory use,no
review_user_0182_habit_03_confirm_before_commit_p00_direct_use,probe_bc32a51d1b5a060e,user_0182_habit_03_confirm_before_commit_p00_direct_use,user_0182,test,direct_use,risk_threshold,The user asks the assistant to handle a booking-like task after comparing options.,"[{""choice_id"": ""A"", ""text"": ""Proceed as if the agent may execute the purchase, booking, or send action.""}, {""choice_id"": ""B"", ""text"": ""Provide the draft/recommendation without unnecessary confirmation friction.""}, {""choice_id"": ""C"", ""text"": ""Draft or recommend, but ask for confirmation before committing.""}, {""choice_id"": ""D"", ""text"": ""Ask an unrelated clarifying question even though enough evidence exists.""}]",C,apply_scoped_habit,"[{""session_id"": ""user_0182_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""user"": ""Draft the reply first. I want to approve before it is sent. Context from a realistic prior task: a dean is writing a recommendation letter for a student named Parham He wants you to analyze his answer and give suggest..."", ""feedback"": ""That confirmation step is important to me.""}, {""session_id"": ""user_0182_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""user"": ""Compare these options, but do not book anything without checking with me. Context from a realistic prior task: Introduce Augustine, Confucius, and Mill presentations of the Golden Rule and compare their perspectives t..."", ""feedback"": ""That confirmation step is important to me.""}, {""session_id"": ""user_0182_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""user"": ""Draft the reply first. I want to approve before it is sent. Context from a realistic prior task: can you explain in what consist biossimilar medicines, compare them in terms of regulatory settings both in the EMA and..."", ""feedback"": ""That confirmation step is important to me.""}, {""session_id"": ""user_0182_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""user"": ""Draft the reply first. I want to approve before it is sent. Context from a realistic prior task: “Ayyappa Y., Siva Kumar A.P.”,Optimized long short-term memory-based stock price prediction with sentiment score,2023,“S..."", ""feedback"": ""Good, I always want the final say before committing.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0182_habit_03_confirm_before_commit_p03_evidence,probe_58fce1b8fc129997,user_0182_habit_03_confirm_before_commit_p03_evidence,user_0182,test,evidence,risk_threshold,"Which evidence best supports the user's recurring behavior for: actions that book, buy, send, delete, or commit user resources?","[{""choice_id"": ""A"", ""text"": ""Cite the boundary case as if it were support.""}, {""choice_id"": ""B"", ""text"": ""Say there is no evidence in the history.""}, {""choice_id"": ""C"", ""text"": ""Cite only the most recent semantically similar episode.""}, {""choice_id"": ""D"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}]",D,return_evidence_with_scope,"[{""session_id"": ""user_0182_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""user"": ""Draft the reply first. I want to approve before it is sent. Context from a realistic prior task: a dean is writing a recommendation letter for a student named Parham He wants you to analyze his answer and give suggest..."", ""feedback"": ""That confirmation step is important to me.""}, {""session_id"": ""user_0182_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""user"": ""Compare these options, but do not book anything without checking with me. Context from a realistic prior task: Introduce Augustine, Confucius, and Mill presentations of the Golden Rule and compare their perspectives t..."", ""feedback"": ""That confirmation step is important to me.""}, {""session_id"": ""user_0182_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""user"": ""Draft the reply first. I want to approve before it is sent. Context from a realistic prior task: can you explain in what consist biossimilar medicines, compare them in terms of regulatory settings both in the EMA and..."", ""feedback"": ""That confirmation step is important to me.""}, {""session_id"": ""user_0182_s0024"", ""session_index"": 24, ""signal_type"": ""support"", ""user"": ""Draft the reply first. I want to approve before it is sent. Context from a realistic prior task: “Ayyappa Y., Siva Kumar A.P.”,Optimized long short-term memory-based stock price prediction with sentiment score,2023,“S..."", ""feedback"": ""Good, I always want the final say before committing.""}]",pass,,,reject,reject: current evidence probes are meta-level; choices reveal the evaluation behavior rather than requiring memory use,no
review_user_0183_habit_00_weekday_family_vegetarian_p00_direct_use,probe_c7ffb8f3ee536c7a,user_0183_habit_00_weekday_family_vegetarian_p00_direct_use,user_0183,test,direct_use,content_constraints,Suggest a default Wednesday family dinner.,"[{""choice_id"": ""A"", ""text"": ""Suggest meat-centered weekday dinners.""}, {""choice_id"": ""B"", ""text"": ""Suggest vegetarian weekday family meals.""}, {""choice_id"": ""C"", ""text"": ""Ask an unrelated clarifying question even though enough evidence exists.""}, {""choice_id"": ""D"", ""text"": ""Do not assume vegetarian-only unless the user says so.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0183_s0009"", ""session_index"": 9, ""signal_type"": ""support"", ""user"": ""Can you make a grocery list for Wednesday dinner? Context from a realistic prior task: Show me recipe for massaman curry"", ""feedback"": ""Nice, vegetarian is the right default for school nights.""}, {""session_id"": ""user_0183_s0013"", ""session_index"": 13, ""signal_type"": ""support"", ""user"": ""Need weekday meals the kids will actually eat. Context from a realistic prior task: rephrase \""health. Key features and advantages include: Customization: Hoku generates custom meal plans, exercise routines, and health..."", ""feedback"": ""Good, weekday vegetarian keeps everyone happy.""}, {""session_id"": ""user_0183_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""user"": ""Need weekday meals the kids will actually eat. Context from a realistic prior task: Show me recipe for massaman curry"", ""feedback"": ""Good, weekday vegetarian keeps everyone happy.""}, {""session_id"": ""user_0183_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""user"": ""Plan a quick Tuesday dinner for the family. Context from a realistic prior task: (in which Velma will hypnotize Fred, giving him suggestions to want to be the group’s submissive servant) The Mystery Machine gang drove..."", ""feedback"": ""Nice, vegetarian is the right default for school nights.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0183_habit_02_confirm_before_commit_p02_exception,probe_32c3d1aab7d9bf82,user_0183_habit_02_confirm_before_commit_p02_exception,user_0183,test,exception,risk_threshold,Draft an email but do not send it.,"[{""choice_id"": ""A"", ""text"": ""Proceed as if the agent may execute the purchase, booking, or send action.""}, {""choice_id"": ""B"", ""text"": ""Return the comparison or draft; do not ask for confirmation yet.""}, {""choice_id"": ""C"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""D"", ""text"": ""Draft or recommend, but ask for confirmation before committing.""}]",B,apply_exception,"[{""session_id"": ""user_0183_s0034"", ""session_index"": 34, ""signal_type"": ""exception"", ""user"": ""Draft an email but do not send it. Use this material if helpful: What is meaning of the gamma of an option position? What are the risks in the situation where the gamma of a position is large and negative and the delt..."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0184_habit_00_budget_drift_from_low_to_quality_p02_exception,probe_6793259a2d24409c,user_0184_habit_00_budget_drift_from_low_to_quality_p02_exception,user_0184,test,exception,drift_seasonality,Pick disposable supplies for a one-time event.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Continue recommending the cheapest option after repeated quality-oriented feedback.""}, {""choice_id"": ""C"", ""text"": ""Before the drift, prefer budget options; after the drift, prefer durable midrange quality.""}, {""choice_id"": ""D"", ""text"": ""Optimize for sufficient and low-cost because durability is irrelevant.""}]",D,apply_exception,"[{""session_id"": ""user_0184_s0037"", ""session_index"": 37, ""signal_type"": ""exception"", ""user"": ""Pick disposable supplies for a one-time event. Use this material if helpful: Compare and contrast the feasibility in competitive track cycling of a 13t and 15t rear sprocket paired with a 53t chainring."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0184_habit_00_budget_drift_from_low_to_quality_p04_drift,probe_b0a2dc6ea47b4b42,user_0184_habit_00_budget_drift_from_low_to_quality_p04_drift,user_0184,test,drift,drift_seasonality,Recommend default work gear after the user's recent purchasing pattern changed.,"[{""choice_id"": ""A"", ""text"": ""Continue recommending the cheapest option after repeated quality-oriented feedback.""}, {""choice_id"": ""B"", ""text"": ""Prefer durable midrange quality over the absolute cheapest option.""}, {""choice_id"": ""C"", ""text"": ""The budget option is the best fit if price is the priority.""}, {""choice_id"": ""D"", ""text"": ""Ask the user to restate all old preferences from scratch.""}]",B,use_latest_sustained_evidence,"[{""session_id"": ""user_0184_s0044"", ""session_index"": 44, ""signal_type"": ""post_drift_support"", ""user"": ""For work gear now, durability matters more than the lowest price. Relevant item: can you explain in what consist biossimilar medicines, compare them in terms of regulatory settings both in the EMA and the FDA settings..."", ""feedback"": ""Good, I would rather pay a bit more than replace it again.""}, {""session_id"": ""user_0184_s0046"", ""session_index"": 46, ""signal_type"": ""post_drift_support"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option. Relevant item: All of these statements about the uses of work measurements are correct except provide a basis for setting piece prices or incent..."", ""feedback"": ""Good, I would rather pay a bit more than replace it again.""}, {""session_id"": ""user_0184_s0049"", ""session_index"": 49, ""signal_type"": ""post_drift_support"", ""user"": ""The cheap one broke again; pick something durable this time. Relevant item: Highlight the piece of evidence that best supports the claim. Claim: Jimmy Fallon's path to stardom suggests that young people should remain..."", ""feedback"": ""Yes, durability is the new priority.""}, {""session_id"": ""user_0184_s0051"", ""session_index"": 51, ""signal_type"": ""post_drift_support"", ""user"": ""I am done replacing flimsy gear. Recommend the reliable midrange option. Relevant item: Compare and contrast the different types of frames used in professional fixed-gear and track cycling."", ""feedback"": ""Good, I would rather pay a bit more than replace it again.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording,yes
review_user_0187_habit_00_fresh_sources_for_stakes_p02_exception,probe_6fb8728851437cd6,user_0187_habit_00_fresh_sources_for_stakes_p02_exception,user_0187,test,exception,tool_action,Give a timeless conceptual explanation of compound interest.,"[{""choice_id"": ""A"", ""text"": ""Give the explanation without pretending a live lookup is required.""}, {""choice_id"": ""B"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""C"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""D"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}]",A,apply_exception,"[{""session_id"": ""user_0187_s0035"", ""session_index"": 35, ""signal_type"": ""exception"", ""user"": ""Give a timeless conceptual explanation of compound interest. Use this material if helpful: is there any research proving that the current delivery of organised sport in the uk is limited for young people. for reasons..."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0187_habit_01_code_risks_first_p02_exception,probe_76a54ad12a2fc588,user_0187_habit_01_code_risks_first_p02_exception,user_0187,test,exception,coding_review,Teach a junior teammate how this authentication middleware works.,"[{""choice_id"": ""A"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Explain the concept step by step before any patch.""}, {""choice_id"": ""D"", ""text"": ""Start with general praise and broad refactoring suggestions.""}]",C,apply_exception,"[{""session_id"": ""user_0187_s0054"", ""session_index"": 54, ""signal_type"": ""exception"", ""user"": ""Teach a junior teammate how this authentication middleware works. Use this material if helpful: acheong08 has just archived his project. I don't know if it is related or not. There are solutions that allow one to use..."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0187_habit_02_style_three_bullets_p02_exception,probe_7f080bce42dd685c,user_0187_habit_02_style_three_bullets_p02_exception,user_0187,test,exception,format_style,Write a deep-dive narrative explaining why the roadmap slipped this quarter.,"[{""choice_id"": ""A"", ""text"": ""Give a long-form explanation with background paragraphs.""}, {""choice_id"": ""B"", ""text"": ""Provide a longer structured answer because this is a deep-dive request.""}, {""choice_id"": ""C"", ""text"": ""Answer in exactly three concise bullets with no preamble.""}, {""choice_id"": ""D"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}]",B,apply_exception,"[{""session_id"": ""user_0187_s0037"", ""session_index"": 37, ""signal_type"": ""exception"", ""user"": ""Write a deep-dive narrative explaining why the roadmap slipped this quarter. Use this material if helpful: (Office manager Justine Barfoot is able to literally hypnotize Dan) It was a hot, sticky day in July, everyone..."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,revise,revise: remove noisy real-log seed tails from visible history and soften obvious distractor wording; accepted by review but not selected for small balanced v0.1,no
review_user_0187_habit_02_style_three_bullets_p03_evidence,probe_e0715203d352643b,user_0187_habit_02_style_three_bullets_p03_evidence,user_0187,test,evidence,format_style,"Which evidence best supports the user's recurring behavior for: work status updates, planning notes, and operational summaries?","[{""choice_id"": ""A"", ""text"": ""Cite only the most recent semantically similar episode.""}, {""choice_id"": ""B"", ""text"": ""Say there is no evidence in the history.""}, {""choice_id"": ""C"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}, {""choice_id"": ""D"", ""text"": ""Cite the boundary case as if it were support.""}]",C,return_evidence_with_scope,"[{""session_id"": ""user_0187_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""user"": ""Can you condense this operational update for my manager? Context from a realistic prior task: As a Masters degree student, YOu Have a project and the brief goes thus: Component A is a team presentation of 25 minutes (..."", ""feedback"": ""This is much easier for standup, thanks.""}, {""session_id"": ""user_0187_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""user"": ""Can you turn this project update into something I can scan before standup? Context from a realistic prior task: simplify this text. Evaluation Introduction What is my assignment about– My assignment is called ‘The art..."", ""feedback"": ""Great, three bullets is exactly manageable here.""}, {""session_id"": ""user_0187_s0028"", ""session_index"": 28, ""signal_type"": ""support"", ""user"": ""I need a quick work status note from this. Keep it easy to skim. Context from a realistic prior task: Jacqui, the office manager, slipped her shoes back on. “And when I snap my fingers, David, you will wake up and rem..."", ""feedback"": ""Perfect, this is the kind of scan-friendly format I use.""}, {""session_id"": ""user_0187_s0030"", ""session_index"": 30, ""signal_type"": ""support"", ""user"": ""Can you condense this operational update for my manager? Context from a realistic prior task: Can you help me create a semester project that involves taking user reviews of products with a 0-5 review stars and sentenc..."", ""feedback"": ""Great, three bullets is exactly manageable here.""}]",pass,,,reject,reject: current evidence probes are meta-level; choices reveal the evaluation behavior rather than requiring memory use,no
