domain,conversation_id,cluster_id,quality_score,habit_tags_json,sanitized_task_preview
finance,acs-8622e904-ed65-4150-a7e4-5f0df06bfdce-1,27,0.7171,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I need some help could you help me please I lost my credit card someone stolen that Nothing else Lindsay thank you
finance,acs-3b234010-8f3c-4fb7-9ba8-57b027f6bd55-1,9,0.4392,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",NO 34 LAKE VIEW ROAD BRIDGE TOWN AL [number]
finance,acs-0c37feb7-cf82-498c-8b42-c826889b8294-1,3,0.7273,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",Please tell me a my account detail and balance hai...Some extra amount debited my credit card ..so remove that amount
finance,acs-99d7f183-b539-4ce1-80b5-7fe405903d9a-1,27,0.6302,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","Hmmm sure. If anything I need, I will contact you. My credit card was charged. I didn thank you so much for your co-operation"
finance,acs-032bacc5-5441-4d04-807e-b9d8baca13a8-1,28,0.7375,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",please transfer 200$ my account to [number] this account What is the bank's routing number? please tell me accoubt balance
finance,acs-d779097a-9b71-4a70-a153-e3d3f7588a1d-1,29,0.4646,"[""finance_minimal_pii_secure_verification""]","Oh wait I'm sorry I forgot to include my apartment number, it's number 6 Sure, it's 155 Orange Street in Middletown, NY okay great. That's everything, thank you!"
finance,acs-b27e4fe0-b57d-49d1-82fa-5cb5c111c8f8-1,1,0.4888,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","NO THANKS, THANK YOU SO MUCH BYE. OK THANK YOU SO MUCH BYE. OK THNAK YOU"
finance,acs-c72f10f5-abf0-437c-82ed-c4cc3782e653-1,29,0.569,"[""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Thank you. Could you please tell me the routing number for the bank too? Hello I'd like to find my account balance OK thank you. That is all I need.
finance,acs-b172adfe-9ac6-4f1c-a31a-bd68a7dea772-1,8,0.5535,"[""finance_minimal_pii_secure_verification""]","credit bill amount is 500$ ,bill is 700$, so you have to change i want to change something in my credit card i want to change date and time"
finance,acs-45336cb0-73ab-4b35-90a6-0dde2b087f03-1,15,0.7419,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",last week i lost my credit card please report ok thank you for your help ok thank you for your information
finance,acs-e4a49142-5bd1-436c-8e7d-f392f073af54-1,9,0.5654,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]",NO:25 LAKE VIEW ROAD BRIDGE TOWN AL [number] OK. THANK YOU SO MUCH BYEE
finance,acs-d3b0a06b-3db6-4932-b97e-fc2731724ba6-1,14,0.2721,"[""finance_minimal_pii_secure_verification""]","NO, THANK YOU SO MUCH BYE."
finance,acs-39d7dbb4-5d63-4dcf-ae81-8724d79d10aa-1,1,0.5558,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","Hellow - I had an error on my credit card bill and need to have a charge removed. Great Sam! Thanks for your help today. 6/12/[number] at 1:22PM, amount $987.32"
finance,acs-bdd2ab2a-394c-4f28-8d8a-e5e8b5445403-1,9,0.5456,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","I HAVE CREDIT CARD BILL CHARGED REMOVED THE DATE : 06/04/[number] AND THE AMOUNT $110 DOLLAR. NO ,THANKYOU SO MUCH BYE."
finance,acs-1ad504df-30ce-47d0-8033-7ea5496f6c26-1,16,0.485,"[""finance_minimal_pii_secure_verification""]","That's all for today! Thank you so much for your help, Charlie. Actually I got the zip code wrong, it's [number]. I'm still getting used to it. It's [number] US Hwy 431 Guntersville, AL [number]"
finance,acs-fd4787ac-09ab-4f16-9f9f-c0279ba55795-1,25,0.4348,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",NO 65 RIVER ROAD BRIDGE TOWN AL [number]
finance,acs-86d69a9c-eba7-4ee7-bf44-596198b150fc-1,14,0.6004,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",DATE : 06/05/[number] AND CHARGE OF AMOUNT $150 DOLLARE AND TIME : 07:10 I HAVE CREDIT CARD BILL CHARGED REMOVED. OK THANK YOU SO MUCH BYE.
finance,acs-2e0932a0-e053-4d4b-9e5b-01ef7df3d4fb-1,6,0.5631,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",My credit card bill debit some amount extra so please remove that amount
finance,acs-50ac7139-9804-4a3c-bcca-c2583bfb863c-1,26,0.6894,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]","please tell me my account detail gandhi 789, delhi, us"
finance,acs-cadd4647-a489-4615-8da8-b403e2a9889b-1,9,0.4858,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",Thank you for your help I need some help Hi Good morning
finance,acs-734c783f-a5b7-41c7-83e4-9e95d7ef932a-1,7,0.4902,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","no.3,anna nagar,"
finance,acs-9920e0ac-09eb-48ab-bbe2-38a12a0b35f7-1,3,0.5806,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","i check only [number] this is my ph number..its correct ? [number] kiyan st, jhon kiye.US"
finance,acs-16544cd3-5cbb-4822-ac63-f476b73d4fab-1,9,0.7535,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","I lost my credit card. can you block my card now? hmmm, sure ok hereafter I will file a complaint. Nothing else. thanks for your co-operation."
finance,acs-6d5406a4-1b45-44b5-91e5-0617d33f9dd6-1,16,0.4362,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",thank you.. Nothing else.
finance,acs-6e8d46b1-73c0-4d8f-9bbc-70b10665faea-1,23,0.545,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",CHECK MY ACCOUNT BALANCE. OK THANK YOU SO MUCH BYE. NAME :RANI AND A/C [number].
finance,acs-92a310ba-39c3-41e0-9674-705aa92154b3-1,17,0.6981,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",my credit card lost i give my information thanks for adding
finance,acs-2d6a80ae-c0bd-42ff-bf80-c6396635c314-1,17,0.4012,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",OK THANK YOU SO MUCH BYE.
finance,acs-e3ec2dd8-4454-4075-b7a2-2b9ffd12e324-1,10,0.4246,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",NO 25 LAKE VIEW ROAD BRIDGE TOWN AL [number]
finance,acs-470f565e-9bd1-4912-9627-d9aaa22c33d6-1,16,0.5573,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","OK, NO THANKS BYE HAVE A GREAT DAY OK THANKYOU SO MUCH ARE YOU THERE"
finance,acs-a6d71928-45e5-4364-8924-c17d0fa430bb-1,13,0.6777,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_credit_loan_cautious_no_commitment""]",OK. THANK YOU SO MUCH BYEE NO 25 RIVER ROAD BRIDGE TOWN AL [number]
finance,acs-b3d8f52f-f9b5-42bf-803d-a75f1fc2364b-1,6,0.7462,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]","Hi. I see a charge on my statement that I didn't make. It was dated a week ago and it's in the amount of 2,300,000.00 and I know I never bought anything in that amount! I think that is all. Thanks."
finance,acs-44d9e948-6052-4e25-92ad-8d71a8358fc0-1,22,0.5704,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",OK.THANK YOU SO MUCH BYEE NO 25 RIVER ROAD BRIDGE TOWN AL [number] OK.THANK YOU SO MUCH
finance,acs-e2b548da-8139-4bdc-ac50-ec3319c82763-1,12,0.5573,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",NO RIVER ROAD BRIDGE TOWN AL [number] OK. THANK YOU SO MUCH NO LAST NAME
finance,acs-b7b9469d-5202-4e6e-adae-f40de442c6a9-1,16,0.7871,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]","Last month i missed to pay the credit card bill for before due date. I received Late payment fee for current bill. I requested to remove the late payment fee, Here onwards i will pay the bill before due date. Nothing Spencer. Thank you for your help. Goodbye.."
finance,acs-dc336792-f52d-45e7-9096-b925086d19aa-1,25,0.7288,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","I HAVE CREDIT CARD IS LOST OK THANK YOU SO MUCH BYE NO, THANK YOU SO MUCH BYE."
finance,acs-87c29df5-986c-488b-be39-b819984ab0d3-1,4,0.5567,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I HAVE CHECK MY A/C BALANCE OK. THANK YOU SO MUCH
finance,acs-3e64b77e-9f5c-456a-ae36-8c98ff33d73a-1,0,0.5887,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I HAVE CREDIT CARD BILL CHARGE REMOVED OK. THANK YOU SO MUCH NO. BYEE SEE YOU
finance,acs-9f31803a-ee43-4ca8-8e1a-2f5c08708591-1,23,0.6252,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",i need to block my card My credit card stolen today
finance,acs-5fedd96d-71f8-4e6e-a7f8-f3f552760846-1,3,0.5894,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",i want remove extra charge on my credit card bill i want one help ok thank you so much
finance,acs-2e451cfb-0ae3-4999-9593-ed13c67625ce-1,3,0.69,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",do you want 16 digit? is it compulsory? in previous issue another agent ask only last 4 digit number? My credit card was charged? I didn't do anything. so kindly solve this issue
finance,acs-58bdae10-2cd5-4fc0-8c9a-8f540fdeeb23-1,15,0.8381,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation"", ""finance_payment_status_latest_check""]",Thank you very much for your information and than any process have an cancel the old credit card? i have problem in online transaction in my credit card can you help me? Yes i give police report you need copy for that one?
finance,acs-7d2f10c3-c89d-4674-ae00-c6c121090282-1,17,0.62,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","Hi, Need your help to remove the unwanted charges for my credit card And I am got error report for my credit card bill charged amount is $65. Date : 05/17/[number] Time : 1:30 PM .. Payment paid for Google pay"
finance,acs-943b15e7-ac0c-4ada-ac2e-12c6be088164-1,15,0.7331,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",Debited 50$ from my credit to no reason .So please remove that amount Last day debited 50$ amount OK thanks sir
finance,acs-9a529ea4-1dd7-4ccb-bc45-4286f95403de-1,0,0.259,"[""finance_fee_dispute_evidence_then_case""]",Debited some charge from my credit card without reason so remove the amount
finance,acs-80046f30-8699-453e-a34f-27f646ce3449-1,13,0.4742,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",NO 25 GATEWAY ROAD BRIDGE TOWN AL [number] NIRMALA AND CREDIT CARD NO:[number] NO. THANK BYEE
finance,acs-e794bf6e-7070-4e54-8944-66600942c2c2-1,2,0.4704,"[""finance_minimal_pii_secure_verification""]",elmet street number 15 apt 3A elmet street number 15 apt 2A my cc number is: [number] [number] [number] [number]
finance,acs-4c58cfce-686e-4ca8-826a-36b8eda51378-1,9,0.396,"[""finance_minimal_pii_secure_verification""]",Some amount debited from my card .no reason remove that amount
finance,acs-3a5f87cd-0c54-4033-b268-35a552d4c6ef-1,8,0.4217,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","NO THANK , THANK YOU SO MUCH HAVE GREAT DAY FOR YOU. OK THANK YOU"
finance,acs-02fbc9a4-dffd-4bca-835f-0c6aebc972b5-1,10,0.6156,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",My credit card bill was error nothing else Thank you Sam Ok Thank you Sam
finance,acs-200c2202-64b8-47cb-812a-3aa06aaf7bfb-1,3,0.5873,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I HAVE CREDIT CARD BILL CHARGE REMOVED OK. THANK YOU SO MUCH BYEE NO. THANK YOU SO MUCH BYEE
finance,acs-e697377c-72b6-420c-a01e-0031847326f3-1,25,0.6223,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",i want my balance amount in mt account Thank you for your information credit card no.[number]
finance,acs-ae5b2b58-ac32-4b49-8195-73d21c72c21d-1,15,0.6208,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case""]",need what is account balance Transfer [number]$ to 7788998877this account
finance,acs-6d1f41b3-0fd4-434c-8a4b-e92be435fd8e-1,17,0.7185,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",Nothing Lindsay Thank you for your help What can i do for that I need some help with you
finance,acs-d206cf5e-da6c-41eb-a32a-aba7317c930e-1,11,0.5246,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I HAVE CHECK MY A/C BALANCE OK. THANK YOU SO MUCH ANAND AND A/C NO [number]
finance,acs-914eb794-3822-4d8c-86dd-8e2ace2950f8-1,18,0.6237,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",Yesterday debited 100$ from my credit card without reason remove that amount ok thanks sir
finance,acs-3ac92d76-ae9d-4342-acfd-818f4b253c09-1,22,0.5325,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE CREDIT CARD BILL CHARGE REMOVED OK. THANK YOU SO MUCH OK. BYEE SEE YOU
finance,acs-a9df0559-8fc4-4b6b-80a8-82cc816f7765-1,26,0.5544,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",Somecharge debit from my card without reason so remove that amount
finance,acs-3acdb701-6271-4437-a908-307a3857f802-1,16,0.6558,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",I need to check my account balance Need to transfer [number]$ to [number] this account no problem sir
finance,acs-0bf9b69d-399f-4d58-b812-a8bf4b77aeaa-1,2,0.4931,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","bhatcha [number], 1 st st , pn town ,IN"
finance,acs-48b5417c-a52f-4108-9f96-a711b987e248-1,22,0.5106,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE CREDIT CARD CHARGE REMOVED DATE : 06/04/[number] AND THE TIME : 17.13 AND THE AMOUNT $100 DOLLAR OK THANK YOU SO MUCH BYE.
finance,acs-5c8a5c57-9dd8-4236-afd0-c680b50ac6fd-1,19,0.6404,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I Casey. I am writing about an error on my credit card bill. ok.. got it! thank you.. that is all I needed help with. Oh thank you so much! that was very easy!
finance,acs-1e5b98c6-7040-4b09-9396-eb2c27e3f97e-1,15,0.6506,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",My last credit card was charged some amount I don't know why did they charged? Thank you. There's no other errors.
finance,acs-aa0d18d6-f4b4-48be-89b6-3c752068781f-1,26,0.5946,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",need to transfer [number]$ to [number] this account i need check my account balance
finance,acs-59223287-de29-4e0f-98b6-dc039e27e85a-1,16,0.6106,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I HAVE LOST CREDIT CARD OK. THANK YOU SO MUCH BYEE
finance,acs-9dbf8e8b-4a73-4924-8df1-f0a1d283e85f-1,5,0.5456,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","please add my initial [number] vishal street , mangore ,us"
finance,acs-5c333f59-dbf5-457e-8b8a-d9351280a44a-1,1,0.4106,"[""finance_minimal_pii_secure_verification""]","Thank you, Nothing else credit card no : [number] 1/41, sunil street, uk"
finance,acs-045b7184-91c9-4cb9-a2be-35530ffcd344-1,0,0.4435,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",OK TNANK YOU SO MUCH BYE. ARE U THERE
finance,acs-08f283e5-b7ee-4b1e-b56e-5c14382ae66c-1,4,0.5485,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE CREDIT CARD BILL CHARGE REMOVED NO. THANK YOU SO MUCH BYEE
finance,acs-39288a1f-3594-4ca8-b631-6e38b2a87a12-1,6,0.4333,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]",NO THANKS BYE HAVE A NICE DAY THANKYOU SO MUCH
finance,acs-ef5e147c-e7b2-4134-a521-076274f6ae3d-1,11,0.6244,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","my bill amount is 500$ , but wrongly mentioned as 700$, so pls change correct one hi i want to change something in my credit card yes ofcourse.Thank you"
finance,acs-924a22ae-aa12-488e-b859-d803618caf97-1,27,0.4858,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE CREDIT CARD BILL CHARGE REMOVED OK. THANK YOU SO MUCH
finance,acs-37965919-5186-4993-b5d5-26c115af524f-1,26,0.5019,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",IHAVE CREDIT CARD BILL CHARGE REMOVED NO. THANK BYEE
finance,acs-e8da2762-8084-423b-b83d-c2311dcdeb50-1,4,0.5048,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE CREDIT CARD BILL CHARGE REMOVED NO.THANK YOU SO MUCH BYEE
finance,acs-c598af62-d32c-4a6e-957d-efd4f9123a51-1,26,0.7594,"[""finance_confirm_money_movement"", ""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Transfer money from one account to another account orders I would like to check my bank account balance. Then i want my bank routing number
finance,acs-c382639c-bb79-4305-8700-9ab23e9d5750-1,2,0.5281,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I HAVE CREDIT CARD BILL CHARGE REMOVED OK. THANK YOU SO MUCH BYEE SEE YOU
finance,acs-9d78f90b-cf1a-4452-a16e-fffa087b4883-1,9,0.5821,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",my card is missing plz block that card and arrange new one for me no thanks .. i have finished my questions ...u did well
finance,acs-71cd3e51-4c06-4d38-b966-26fa7d590434-1,23,0.4581,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",HAI..please remove error amount in my credi card
finance,acs-1d059a5b-7f2a-4094-84fd-9b45ebc1a87c-1,5,0.5967,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","hi, Want your help to resolve the issues for my credit card lost OK Great .. Thanks for your timely support Yes.. I was done"
finance,acs-af768bf5-5199-4e18-befc-542a82d075f6-1,15,0.4669,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","HAi, Some amount debited my card so please remove that amount"
finance,acs-4c9b766e-b62c-4113-8c5a-d5465c7c97b5-1,0,0.5602,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",Thank you for your help. That's enough for today. My card has stolen by someone. Please block it as soon as possible. Yes. I have filed a report
finance,acs-c4e8eaf9-91a3-4985-8983-21b91c1ab91d-1,14,0.5077,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I would like to report an error in my credit card bill Can you removes the charge
finance,acs-0544e908-b8b5-470b-afdd-01add387cf69-1,10,0.5412,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",My credit card is lost ok thanks bye
finance,acs-58eddf72-05da-416c-bc41-4eb4fafb8041-1,15,0.4596,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification""]","832 South Lakeshore Lane Framingham, MA [number]"
finance,acs-5f386f4d-5f02-49fd-b4de-42c0f6730149-1,0,0.534,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",I feel my credit having some problems..I paid extra charges..Kindly resolve this issues. Thank you for your information.. Etche.R.Raja
finance,acs-57278c77-02b3-48d4-a5b4-411e1fb42df6-1,9,0.6558,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",my credit card was missing please help me
finance,acs-d09cb1ed-5982-4a74-a787-9711fd7d8f3d-1,26,0.5406,"[""finance_minimal_pii_secure_verification"", ""finance_balance_statement_summary_first"", ""finance_payment_status_latest_check""]",Hi I would like to check my balance no that will be all thank you
finance,acs-6e6c0c30-d4ec-4236-aa08-d8c2be842580-1,10,0.4902,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",hi I wamt to order a new card as old one is expired
finance,acs-056a77cb-5408-45ff-97c3-8b891cf05a73-1,25,0.5821,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",my credit card was stolen last nite last time i used it was 06/15/[number]
finance,acs-97234cad-1ef9-458b-8595-09a4a6de99d1-1,14,0.3362,"[""finance_minimal_pii_secure_verification""]","NO-95/54HILL ROAD ,GL-56"
finance,acs-0619be13-04e2-4091-b34b-0b0f4c65a7f7-1,27,0.4777,"[""finance_minimal_pii_secure_verification""]",I HAVE ERROR IN MY CREDIT CARD BILL IT IS EASY TO GET DONE THROUGH ONLINE? OK THANK YOU SO MUCH YOUR INFORMATION
finance,acs-da78e1a9-c33c-42dd-91a2-f4b543f7a595-1,10,0.6646,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","REPORT MY ERROR OF CREDIT BILL NO-56/32 HILL ROAD ,GL-36"
finance,acs-f8291bb9-67e0-436a-938f-17ab1df6ecf0-1,8,0.5165,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","Dear riley, i have problem on last month credit card charges thank you so much riley Thank you bye"
finance,acs-f2271175-3a96-4181-a3dd-5dd55f731e51-1,5,0.7112,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]","SOME ERROR IN CREDIT BILL NO THANKS HAVE A NICE DAY NO-45/85 NIVOM ,PL-54"
finance,acs-b0cf3185-42a1-4007-b5aa-1a063fca62bf-1,19,0.7229,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case"", ""finance_payment_status_latest_check""]",I NEED TO REMOVE THE EXTRA CHARGE FROM MY CREDIT CARD BILL 14/06/[number] EXTRA CHARGE OF $200 THANK YOU SO MUCH
finance,acs-9c84c01d-f8d8-4c80-8e8c-bffa709a3daa-1,11,0.5719,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",my credit card was stolen
finance,acs-20d5e814-2be3-4f34-ae29-70eac33f18b6-1,2,0.596,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_payment_status_latest_check""]","83 Lees Creek St. El Paso, TX [number] Thank you very much"
finance,acs-2b6728d8-35e9-467f-8daa-9a5ce98387e3-1,11,0.5092,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",i get information near by branch your help very useful sam missing my credit card please help my first name jaya last name jayanthi
finance,acs-8d95116c-3cfb-4b9d-9514-0f6b490c67ab-1,7,0.7069,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I lost my credit card Thank you very much Thank you very much
finance,acs-8591a1c8-9dac-4b8a-bd1e-66ca5986015a-1,13,0.5646,"[""finance_minimal_pii_secure_verification"", ""finance_fee_dispute_evidence_then_case""]",It was charged on 14th June [number] and the amount of charge is $25 I got an extra charge of $25 on my credit card bill. Thank you for your help Riley.
finance,acs-5a126981-f4e3-403c-8bd6-809af0c2cc32-1,16,0.566,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",sorry for the late reply some system error I LOST A CREDIT CARD THANK YOU SO MUCH
finance,acs-0908fa65-daf0-4cc3-a521-627d6e34683d-1,14,0.6427,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I lost my credit card. Please help me to block it. Great. You are very helpful. Thank you for your help. Yes. I have done.
finance,acs-e21b859e-e008-4def-84e5-afae09546ebe-1,7,0.5756,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_payment_status_latest_check""]","Thank you for your help, Alex. Sure. please go ahead No. Thank you."
finance,acs-17d65878-2415-4cb7-adaf-4b0f71ab547d-1,8,0.5698,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",I LOST MY CREDIT CARD
finance,acs-a17c3521-78f3-4d33-aadf-845f21dfd7ef-1,26,0.4975,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]","HI, my card missed so please close card"
finance,acs-bdbb0f62-964f-4f07-8792-deef3ad64dff-1,8,0.7273,"[""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation"", ""finance_payment_status_latest_check""]",I want to order a new credit card because the one i got is gonna expired you are a little slow
finance,acs-59a0d7b4-6290-4f63-abfe-9ef2abe1b9a5-1,19,0.7579,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",i want to report a stolen credit card oh sorry about the date but i gave you the wrong one yes i filled the report with the police
finance,acs-13cd8574-c3ce-4154-ae84-e46be8e14707-1,27,0.7156,"[""finance_confirm_card_account_changes"", ""finance_minimal_pii_secure_verification"", ""finance_fraud_lost_card_urgent_escalation""]",my credit card is lost my credit card slost I have report with the police
finance,acs-f73eebd6-29cd-4070-bff5-a4ea5f696efc-1,19,0.5448,"[""finance_credit_loan_cautious_no_commitment""]",can i visit the bank at 10.00 AM and can i meet the educational employee regarding the loan within how many days your employee will contact me ok can i know the educational loan employee name
